Equipment Name;Equipment ID;Path Length;Lieu Path;ID Path
"Card C";100673;6;"US Open>Louis Armstrong Zone>Louis Armstrong Build.>Entertainment Level 4>Patchroom 4304.1>BC 4304.1>Box 2 (to BC 1118.1 ??)";"6676>6683>6812>6827>7026>7027>7029"
"Card C";100638;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.07>Box 9";"6676>6682>6684>6762>7021>7025"
"Card C";100599;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.06>Box 6 (AVT 108)";"6676>6682>6684>6762>7020>7022"
"Card C";100612;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.06>Box 7 (AVT 108)";"6676>6682>6684>6762>7020>7023"
"Card C";100818;5;"US Open>Stadium 17 Zone>Stadium 17>Patchroom AVT - 122>AVT-122 RACK 1>Box 00 (New)";"6676>6722>6801>6808>7097>7098"
"Card C";100835;5;"US Open>Stadium 17 Zone>Stadium 17>Patchroom AVT - 122>AVT-122 RACK 1>Box 02";"6676>6722>6801>6808>7097>7100"
"Card C";99468;5;"US Open>Grandstand Stadium Zone>Grandstand Stadium Build.>BC IT Patch Room 1305>BC 1305.1>JBB Box 1";"6676>6723>6750>6751>6757>6758"
"Card C";99481;5;"US Open>Grandstand Stadium Zone>Grandstand Stadium Build.>BC IT Patch Room 1305>BC 1305.1>JBB Box 2";"6676>6723>6750>6751>6757>6759"
"Card C";99489;5;"US Open>Grandstand Stadium Zone>Grandstand Stadium Build.>BC IT Patch Room 1305>BC 1305.1>JBB Box 3";"6676>6723>6750>6751>6757>6760"
"Card C";99500;5;"US Open>Grandstand Stadium Zone>Grandstand Stadium Build.>BC IT Patch Room 1305>BC 1305.1>JBB Box 4";"6676>6723>6750>6751>6757>6761"
"Card C";100865;3;"US Open>ITC Chase Center>ITC Chase Building>ITC Chase Lounge";"6676>6721>7102>7105"
"Card C";101143;5;"US Open>ITC Chase Center>ITC Chase Building>Patchroom UMP Room Level 1>UMP ROOM>Box 1";"6676>6721>7102>7211>7212>7213"
"Card C";101156;5;"US Open>ITC Chase Center>ITC Chase Building>Patchroom UMP Room Level 1>UMP ROOM>Box 2";"6676>6721>7102>7211>7212>7214"
"Card C";100892;4;"US Open>ITC Chase Center>ITC Chase Building>ITC 1125>Box 1";"6676>6721>7102>7103>7118"
"Card C";101294;4;"US Open>ITC Chase Center>ITC Chase Building>ITC 1125>Box 2";"6676>6721>7102>7103>7266"
"Card C";99420;3;"US Open>Campus Positions>Fountain Plaza>JBB Fountain West ESPN";"6676>6720>6725>6731"
"Card C";99433;3;"US Open>Campus Positions>Fountain Plaza>JBB Fountain East INET";"6676>6720>6725>6732"
"Card C";99411;2;"US Open>S-LOT Carpark Zone>S-LOT Carpark";"6676>6719>6800"
"Card C";101290;5;"US Open>Louis Armstrong Zone>Louis Armstrong Build.>Patchroom 1118  &  1119>BC 1119.3>Box 2";"6676>6683>6812>6829>7262>7264"
"Card C";99665;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.01>Box 5";"6676>6682>6684>6762>6861>6870"
"Card C";99651;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.01>Box 4";"6676>6682>6684>6762>6861>6869"
"Card C";100395;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.01>Box 3";"6676>6682>6684>6762>6861>6868"
"Card C";100505;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.03>Box 7 (AVT 115 / ESPN Suite)";"6676>6682>6684>6762>6863>6886"
"Card C";100489;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.02>Box 10";"6676>6682>6684>6762>6862>7012"
"Card C";100463;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.02>Box 8 (JBAVT-1 Cab C)";"6676>6682>6684>6762>6862>7010"
"Card C";100476;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.02>Box 9 (JBAVT-1 Cab C)";"6676>6682>6684>6762>6862>7011"
"Card C";100522;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.03>Box 9";"6676>6682>6684>6762>6863>7014"
"Card C";99705;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.02>Box 1 (WCamp JBB Court Boxes)";"6676>6682>6684>6762>6862>6873"
"Card C";99731;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.02>Box 3 (6310.2 B#1)";"6676>6682>6684>6762>6862>6875"
"Card C";99718;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.02>Box 2";"6676>6682>6684>6762>6862>6874"
"Card C";99745;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.02>Box 4";"6676>6682>6684>6762>6862>6876"
"Card C";99758;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.02>Box 5";"6676>6682>6684>6762>6862>6877"
"Card C";99771;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.02>Box 6 (JBAVT-1 Cab C)";"6676>6682>6684>6762>6862>6878"
"Card C";99784;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.02>Box 7 (JBAVT-1 Cab C)";"6676>6682>6684>6762>6862>6879"
"Card C";100736;6;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>Ashe Level 1>JBB North Dugout>Wall Box #1>Wall Box#1";"6676>6682>6684>6716>7226>7049>7050"
"Card C";100453;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.01>Box 10 (JBAVT-1 Cab B)";"6676>6682>6684>6762>6861>7009"
"Card C";100787;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.01>Box 11";"6676>6682>6684>6762>6861>7093"
"Card C";99678;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.01>Box 6 (JBAVT1 Cab C)";"6676>6682>6684>6762>6861>6871"
"Card C";99691;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.01>Box 7";"6676>6682>6684>6762>6861>6872"
"Card C";100416;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.01>Box 8";"6676>6682>6684>6762>6861>7007"
"Card C";100440;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.01>Box 9 (6310 Cab A Box#6)";"6676>6682>6684>6762>6861>7008"
"Card C";100115;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>Ashe Level 6>Cabinet 6310>Box 4";"6676>6682>6684>6713>6717>6914"
"Card C";100886;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>Ashe Level 1>JBB South East Dugout>South East Dugout Wall Box";"6676>6682>6684>6716>6778>7116"
"Card C";100720;4;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>Ashe Level 7 BCast Admin UpLvL>JBB 7012 Upper BC ESPN INT";"6676>6682>6684>6714>6795"
"Card C";100125;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>Ashe Level 6>Cabinet 6310>Box 1";"6676>6682>6684>6713>6717>6915"
"Card C";100625;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.06>Box 8 (AVT 108)";"6676>6682>6684>6762>7020>7024"
"Card C";100082;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.10>Box 2";"6676>6682>6684>6762>6909>6911"
"Card C";100095;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.10>Box 3";"6676>6682>6684>6762>6909>6912"
"Card C";100106;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.10>Box 4";"6676>6682>6684>6762>6909>6913"
"Card C";99979;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.05>Box 1 (AVT 108)";"6676>6682>6684>6762>6865>6894"
"Card C";99992;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.05>Box 2 (AVT 108)";"6676>6682>6684>6762>6865>6895"
"Card C";100005;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.05>Box 3 (AVT 108)";"6676>6682>6684>6762>6865>6896"
"Card C";100018;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.05>Box 4 (AVT 108)";"6676>6682>6684>6762>6865>6897"
"Card C";100031;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.05>Box 5 (AVT 108)";"6676>6682>6684>6762>6865>6898"
"Card C";100044;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.05>Box 6 (AVT 108)";"6676>6682>6684>6762>6865>6899"
"Card C";100058;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.05>Box 7 (AVT 108)";"6676>6682>6684>6762>6865>6900"
"Card C";100573;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.05>Box 8 (AVT 108)";"6676>6682>6684>6762>6865>7018"
"Card C";100586;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.05>Box 9 (AVT 108)";"6676>6682>6684>6762>6865>7019"
"Card C";99888;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.04>Box 1 (AVT 108)";"6676>6682>6684>6762>6864>6887"
"Card C";99901;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.04>Box 2 (AVT 108)";"6676>6682>6684>6762>6864>6888"
"Card C";99914;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.04>Box 3 (AVT 108)";"6676>6682>6684>6762>6864>6889"
"Card C";99927;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.04>Box 4 (AVT 108)";"6676>6682>6684>6762>6864>6890"
"Card C";99940;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.04>Box 5 (AVT 108)";"6676>6682>6684>6762>6864>6891"
"Card C";99953;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.04>Box 6 (AVT 108)";"6676>6682>6684>6762>6864>6892"
"Card C";99966;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.04>Box 7 (AVT 108)";"6676>6682>6684>6762>6864>6893"
"Card C";100533;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.04>Box 8 (AVT 108)";"6676>6682>6684>6762>6864>7015"
"Card C";100546;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.04>Box 9 (AVT 108)";"6676>6682>6684>6762>6864>7016"
"Card C";100559;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.04>Box 10 (BC 7202)";"6676>6682>6684>6762>6864>7017"
"Card C";99810;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.03>Box 2 (FUSION THRU 11202)";"6676>6682>6684>6762>6863>6881"
"Card C";99823;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.03>Box 3 (FUSION THRU 11202)";"6676>6682>6684>6762>6863>6882"
"Card C";100501;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.03>Box 1 (7202)";"6676>6682>6684>6762>6863>6880"
"Card C";99836;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.03>Box 4 (A&B Fusion thru 11202)";"6676>6682>6684>6762>6863>6883"
"Card C";99849;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.03>Box 5";"6676>6682>6684>6762>6863>6884"
"Card C";99862;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.03>Box 6";"6676>6682>6684>6762>6863>6885"
"Card C";100509;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.03>Box 8 (Building 11)";"6676>6682>6684>6762>6863>7013"
"Card C";99298;5;"US Open>ZONE JBAVT-1>JBAVT-1>JBAVT-1 Stump>Stump Cabinet C>Box 10 - Ashe Courtside";"6676>6678>6707>6708>6703>6704"
"Card C";99346;5;"US Open>ZONE JBAVT-1>JBAVT-1>JBAVT-1 Stump>Stump Cabinet C>Box 05A - Armstrong";"6676>6678>6707>6708>6703>6706"
"Card C";99388;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>Ashe Level 6>Cabinet 6310>Box 5";"6676>6682>6684>6713>6717>6922"
"Card C";99400;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>Ashe Level 6>Cabinet 6310>Box 6";"6676>6682>6684>6713>6717>6923"
"Card C";100724;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>Ashe Level 3>JBB CAM 1>JBB CAM 1";"6676>6682>6684>6710>6787>7041"
"Card C";101053;5;"US Open>ZONE JBAVT-1>JBAVT-1>JBAVT-1 Stump>Stump Cabinet C>Box 001A";"6676>6678>6707>6708>6703>6918"
"Card C";101040;5;"US Open>ZONE JBAVT-1>JBAVT-1>JBAVT-1 Stump>Stump Cabinet C>Box 01";"6676>6678>6707>6708>6703>7072"
"Card C";101062;5;"US Open>ZONE JBAVT-1>JBAVT-1>JBAVT-1 Stump>Stump Cabinet C>Box 02";"6676>6678>6707>6708>6703>7073"
"Card C";101075;5;"US Open>ZONE JBAVT-1>JBAVT-1>JBAVT-1 Stump>Stump Cabinet C>Box 03";"6676>6678>6707>6708>6703>7074"
"Card C";101089;5;"US Open>ZONE JBAVT-1>JBAVT-1>JBAVT-1 Stump>Stump Cabinet C>Box 04";"6676>6678>6707>6708>6703>7075"
"Card C";101101;5;"US Open>ZONE JBAVT-1>JBAVT-1>JBAVT-1 Stump>Stump Cabinet C>Box 05B";"6676>6678>6707>6708>6703>7076"
"Card C";100989;5;"US Open>ZONE JBAVT-1>JBAVT-1>JBAVT-1 Stump>Stump Cabinet C>Box 06";"6676>6678>6707>6708>6703>7077"
"Card C";101003;5;"US Open>ZONE JBAVT-1>JBAVT-1>JBAVT-1 Stump>Stump Cabinet C>Box 07";"6676>6678>6707>6708>6703>7078"
"Card C";101114;5;"US Open>ZONE JBAVT-1>JBAVT-1>JBAVT-1 Stump>Stump Cabinet C>Box 11";"6676>6678>6707>6708>6703>7081"
"Card C";101016;5;"US Open>ZONE JBAVT-1>JBAVT-1>JBAVT-1 Stump>Stump Cabinet C>Box 08";"6676>6678>6707>6708>6703>7079"
"Card C";101029;5;"US Open>ZONE JBAVT-1>JBAVT-1>JBAVT-1 Stump>Stump Cabinet C>Box 09";"6676>6678>6707>6708>6703>7080"
"Card C";101127;5;"US Open>ZONE JBAVT-1>JBAVT-1>JBAVT-1 Stump>Stump Cabinet C>Box 12";"6676>6678>6707>6708>6703>7082"
"Card C (1453 Row 2 Box#1-B)";100801;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.01>Box 1";"6676>6682>6684>6762>6861>6866"
"Card C (JBN 1.1 & JBN 1.2)";101173;4;"US Open>Grandstand Stadium Zone>Grandstand Stadium Build.>BC IT Patch Room 1305>IT 1305.3";"6676>6723>6750>6751>7101"
"Card C (Room 4306)";101301;5;"US Open>Louis Armstrong Zone>Louis Armstrong Build.>Patchroom 1118  &  1119>BC 1119.1>Box 1";"6676>6683>6812>6829>7259>7260"
"Card D";99520;5;"US Open>Louis Armstrong Zone>Louis Armstrong Build.>Patchroom 1118  &  1119>BC 1118.1>Box 1";"6676>6683>6812>6829>6851>6853"
"Card D";99547;5;"US Open>Louis Armstrong Zone>Louis Armstrong Build.>Patchroom 1118  &  1119>BC 1118.1>Box 3";"6676>6683>6812>6829>6851>6855"
"Card D";99533;5;"US Open>Louis Armstrong Zone>Louis Armstrong Build.>Patchroom 1118  &  1119>BC 1118.1>Box 2";"6676>6683>6812>6829>6851>6854"
"Card D";100661;6;"US Open>Louis Armstrong Zone>Louis Armstrong Build.>Entertainment Level 4>Patchroom 4304.1>BC 4304.1>Box 1";"6676>6683>6812>6827>7026>7027>7028"
"Card D";100690;6;"US Open>Louis Armstrong Zone>Louis Armstrong Build.>Entertainment Level 4>Patchroom 4304.1>IT 4304.1>Box 1";"6676>6683>6812>6827>7026>7031>7032"
"Card D";99573;5;"US Open>Louis Armstrong Zone>Louis Armstrong Build.>Patchroom 1118  &  1119>BC 1118.1>Box 5";"6676>6683>6812>6829>6851>6857"
"Card D";101306;5;"US Open>Louis Armstrong Zone>Louis Armstrong Build.>Entertainment Level 4>Room 4306 BIG SCREEN>Rack 305";"6676>6683>6812>6827>7268>7269"
"Card D";99560;5;"US Open>Louis Armstrong Zone>Louis Armstrong Build.>Patchroom 1118  &  1119>BC 1118.1>Box 4";"6676>6683>6812>6829>6851>6856"
"Card D";100613;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.06>Box 7 (AVT 108)";"6676>6682>6684>6762>7020>7023"
"Card D";100600;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.06>Box 6 (AVT 108)";"6676>6682>6684>6762>7020>7022"
"Card D";100639;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.07>Box 9";"6676>6682>6684>6762>7021>7025"
"Card D";100674;6;"US Open>Louis Armstrong Zone>Louis Armstrong Build.>Entertainment Level 4>Patchroom 4304.1>BC 4304.1>Box 2 (to BC 1118.1 ??)";"6676>6683>6812>6827>7026>7027>7029"
"Card D";100819;5;"US Open>Stadium 17 Zone>Stadium 17>Patchroom AVT - 122>AVT-122 RACK 1>Box 00 (New)";"6676>6722>6801>6808>7097>7098"
"Card D";100823;5;"US Open>Stadium 17 Zone>Stadium 17>Patchroom AVT - 122>AVT-122 RACK 1>Box 01";"6676>6722>6801>6808>7097>7099"
"Card D";100836;5;"US Open>Stadium 17 Zone>Stadium 17>Patchroom AVT - 122>AVT-122 RACK 1>Box 02";"6676>6722>6801>6808>7097>7100"
"Card D";99501;5;"US Open>Grandstand Stadium Zone>Grandstand Stadium Build.>BC IT Patch Room 1305>BC 1305.1>JBB Box 4";"6676>6723>6750>6751>6757>6761"
"Card D";99490;5;"US Open>Grandstand Stadium Zone>Grandstand Stadium Build.>BC IT Patch Room 1305>BC 1305.1>JBB Box 3";"6676>6723>6750>6751>6757>6760"
"Card D";99482;5;"US Open>Grandstand Stadium Zone>Grandstand Stadium Build.>BC IT Patch Room 1305>BC 1305.1>JBB Box 2";"6676>6723>6750>6751>6757>6759"
"Card D";99469;5;"US Open>Grandstand Stadium Zone>Grandstand Stadium Build.>BC IT Patch Room 1305>BC 1305.1>JBB Box 1";"6676>6723>6750>6751>6757>6758"
"Card D";101291;5;"US Open>Louis Armstrong Zone>Louis Armstrong Build.>Patchroom 1118  &  1119>BC 1119.3>Box 2";"6676>6683>6812>6829>7262>7264"
"Card D";99412;2;"US Open>S-LOT Carpark Zone>S-LOT Carpark";"6676>6719>6800"
"Card D";99434;3;"US Open>Campus Positions>Fountain Plaza>JBB Fountain East INET";"6676>6720>6725>6732"
"Card D";99421;3;"US Open>Campus Positions>Fountain Plaza>JBB Fountain West ESPN";"6676>6720>6725>6731"
"Card D";101295;4;"US Open>ITC Chase Center>ITC Chase Building>ITC 1125>Box 2";"6676>6721>7102>7103>7266"
"Card D";100893;4;"US Open>ITC Chase Center>ITC Chase Building>ITC 1125>Box 1";"6676>6721>7102>7103>7118"
"Card D";101157;5;"US Open>ITC Chase Center>ITC Chase Building>Patchroom UMP Room Level 1>UMP ROOM>Box 2";"6676>6721>7102>7211>7212>7214"
"Card D";101144;5;"US Open>ITC Chase Center>ITC Chase Building>Patchroom UMP Room Level 1>UMP ROOM>Box 1";"6676>6721>7102>7211>7212>7213"
"Card D";101140;3;"US Open>ITC Chase Center>ITC Chase Building>ITC Chase Lounge";"6676>6721>7102>7105"
"Card D";100747;5;"US Open>Outer Courts>AVT 115>AVT 115>BC - 115.1>Box 1";"6676>6724>7057>7058>7056>7059"
"Card D";100775;5;"US Open>Outer Courts>AVT 115>AVT 115>BC - 115.1>Box 3";"6676>6724>7057>7058>7056>7061"
"Card D";100762;5;"US Open>Outer Courts>AVT 115>AVT 115>BC - 115.1>Box 2";"6676>6724>7057>7058>7056>7060"
"Card D";101275;5;"US Open>International TV Compound>Int'l Broadcast Building>JBAVT-2-108>RACK 3>Box 3";"6676>7119>7120>7147>7155>7181"
"Card D";100285;5;"US Open>Outer Courts>Rm 11202>Room 11202>BC - 11202.2>Box 2";"6676>6724>6962>6963>6980>6987"
"Card D";100802;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.01>Box 1";"6676>6682>6684>6762>6861>6866"
"Card D";100490;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.02>Box 10";"6676>6682>6684>6762>6862>7012"
"Card D";100477;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.02>Box 9 (JBAVT-1 Cab C)";"6676>6682>6684>6762>6862>7011"
"Card D";100464;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.02>Box 8 (JBAVT-1 Cab C)";"6676>6682>6684>6762>6862>7010"
"Card D";100396;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.01>Box 3";"6676>6682>6684>6762>6861>6868"
"Card D";99652;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.01>Box 4";"6676>6682>6684>6762>6861>6869"
"Card D";99666;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.01>Box 5";"6676>6682>6684>6762>6861>6870"
"Card D";100460;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.02>Box 3 (6310.2 B#1)";"6676>6682>6684>6762>6862>6875"
"Card D";99785;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.02>Box 7 (JBAVT-1 Cab C)";"6676>6682>6684>6762>6862>6879"
"Card D";99772;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.02>Box 6 (JBAVT-1 Cab C)";"6676>6682>6684>6762>6862>6878"
"Card D";99759;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.02>Box 5";"6676>6682>6684>6762>6862>6877"
"Card D";99746;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.02>Box 4";"6676>6682>6684>6762>6862>6876"
"Card D";99719;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.02>Box 2";"6676>6682>6684>6762>6862>6874"
"Card D";99706;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.02>Box 1 (WCamp JBB Court Boxes)";"6676>6682>6684>6762>6862>6873"
"Card D";100523;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.03>Box 9";"6676>6682>6684>6762>6863>7014"
"Card D";100126;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>Ashe Level 6>Cabinet 6310>Box 1";"6676>6682>6684>6713>6717>6915"
"Card D";101221;4;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>Ashe Level 7 BCast Admin UpLvL>JBB 7012 Upper BC ESPN INT";"6676>6682>6684>6714>6795"
"Card D";100887;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>Ashe Level 1>JBB South East Dugout>South East Dugout Wall Box";"6676>6682>6684>6716>6778>7116"
"Card D";100116;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>Ashe Level 6>Cabinet 6310>Box 4";"6676>6682>6684>6713>6717>6914"
"Card D";100441;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.01>Box 9 (6310 Cab A Box#6)";"6676>6682>6684>6762>6861>7008"
"Card D";100417;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.01>Box 8";"6676>6682>6684>6762>6861>7007"
"Card D";99692;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.01>Box 7";"6676>6682>6684>6762>6861>6872"
"Card D";99679;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.01>Box 6 (JBAVT1 Cab C)";"6676>6682>6684>6762>6861>6871"
"Card D";100788;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.01>Box 11";"6676>6682>6684>6762>6861>7093"
"Card D";100454;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.01>Box 10 (JBAVT-1 Cab B)";"6676>6682>6684>6762>6861>7009"
"Card D";100737;6;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>Ashe Level 1>JBB North Dugout>Wall Box #1>Wall Box#1";"6676>6682>6684>6716>7226>7049>7050"
"Card D";100739;6;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>Ashe Level 1>JBB North Dugout>Wall Box #2>Wall Box #2";"6676>6682>6684>6716>7226>7051>7052"
"Card D";100510;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.03>Box 8 (Building 11)";"6676>6682>6684>6762>6863>7013"
"Card D";99876;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.03>Box 7 (AVT 115 / ESPN Suite)";"6676>6682>6684>6762>6863>6886"
"Card D";99863;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.03>Box 6";"6676>6682>6684>6762>6863>6885"
"Card D";99850;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.03>Box 5";"6676>6682>6684>6762>6863>6884"
"Card D";99837;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.03>Box 4 (A&B Fusion thru 11202)";"6676>6682>6684>6762>6863>6883"
"Card D";99824;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.03>Box 3 (FUSION THRU 11202)";"6676>6682>6684>6762>6863>6882"
"Card D";99811;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.03>Box 2 (FUSION THRU 11202)";"6676>6682>6684>6762>6863>6881"
"Card D";100560;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.04>Box 10 (BC 7202)";"6676>6682>6684>6762>6864>7017"
"Card D";99798;5;"US Open>Arthur Ashe Zone>Arthur Ashe Stadium>PATCHROOM 1108>1108.03>Box 1 (7202)";"6676>6682>6684>6762>6863>6880"
